authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount
55155022,Oscar,elkarzo,2009-07-08 23:38:55,0,321,683
1470303500,Ale Soriano,Ale_SorianoR,2013-05-30 11:49:58,0,89,410
1944969650,Área Común CDMX,AreaComunCDMX,2013-10-07 13:07:45,0,500,993
482517418,naDs Macias ,NadsMacias911,2012-02-03 18:44:04,0,4756,3998
204410182,paco rodriguez,letuz_paco,2010-10-18 10:45:19,0,3,47
1012698540,Clara Brugada Molina,ClaraBrugadaM,2012-12-15 01:35:00,0,54991,526
475287837,XOCHIMILKA ERRANTE ,EL_XOCHIMILKA,2012-01-26 16:05:10,0,444,517
164064980,Alex Martínez,alec_martinez,2010-07-07 17:40:25,0,40,171
19889168,Notimex,Notimex,2009-02-01 20:23:19,1,814385,0
857336320921829376,INDUJA HERNÁNDEZ,indujahernandez,2017-04-26 14:51:22,0,467,1846
170366148,Oliver,Olivem294,2010-07-24 10:53:00,0,243,261
126042041,Portal_Politico,Portal_Politico,2010-03-24 11:12:01,0,865,2167
260923318,Seguridad y Protección a la Ciudadanía Monterrey,SSPCMonterrey,2011-03-04 16:04:11,0,123145,221
1079418031812468736,Tráfico en Durango,TraficoDurango,2018-12-30 10:44:48,0,50,4
535394821,Dr. Richard Kimble,KimbleRichard,2012-03-24 08:32:38,0,3,3
486084607,Lic Perafán,Lic_Perafan,2012-02-07 16:21:47,0,1513,2253
2586036666,TV Chismes y Más,TVChismesyMas,2014-06-24 10:59:38,0,210,133
32676470,Abuelinho,abuelinho,2009-04-17 18:09:06,0,57,118
234962420,MAR,monicmar68,2011-01-06 18:57:29,0,657,1770
23399240,Sarah Bustani,Sarahbustani,2009-03-08 21:57:21,0,22473,884
479216422,Angie,ManriquezAngi,2012-01-30 22:16:49,0,698,2077
276981020,Claudia Cedillo,clau_cedillop,2011-04-04 07:27:19,0,146,748
703758800503767040,ism rivera,ismriv1,2016-02-27 19:49:08,0,1,10
424641094,ProducerCesarR,producerCesarR,2011-11-29 19:02:02,0,2048,1107
95669300,Daniela Garduño,DanielaNitza,2009-12-09 09:34:59,0,6356,1120
285926548,ℓυιѕ,luigi_wayne_,2011-04-21 19:37:41,0,247,1677
210669171,Karla Arellano,kah2505,2010-10-31 19:14:31,0,154,959
727578786854641665,Mich,El_Mich82,2016-05-03 13:21:15,0,414,2297
2359577484,LuisPer,Bengala888,2014-02-24 08:24:36,0,73,1237
3133494055,Miñé,tresginebras,2015-04-02 16:20:43,0,32,179
190909558,Armando Martínez,renito_mtz,2010-09-14 21:54:13,0,256,615
99641696,Erika Morín,ErikaMorinMX,2009-12-26 22:49:48,0,2576,2240
246481893,Ricardo,rgarciasandoval,2011-02-02 15:34:53,0,563,1546
953000873050992640,Carolina Plancarte,caritoplan,2018-01-15 14:28:08,0,560,1934
99118245,Iker 77,Piker_77,2009-12-24 08:59:39,0,739,4344
183074800,Rosy Vera,elvavera,2010-08-25 20:33:44,0,171,887
72938308,🄱🄼,Blancsmg,2009-09-09 14:09:59,0,413,965
85395495,Octavio Esparza,octacukis,2009-10-26 13:41:44,0,487,1258
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,173855,888
91170144,Alex Arteaga,alxarteaga,2009-11-19 13:13:41,0,283,1587
242830882,Dalila Carreño,dalcarreno,2011-01-25 12:04:49,0,4083,4995
1703145602,   guadaña ,Jesusrc150,2013-08-26 16:58:31,0,3068,1479
861418256619507712,Robertojl,Robertojl5,2017-05-07 21:11:31,0,116,259
90778612,La Vargas,Tamara_Vargas,2009-11-17 20:14:50,0,5012,1119
32038890,antairs,antairs,2009-04-16 12:02:01,0,81,410
913982226886479872,Calavera Azucarada ᛉ,Irapopularym,2017-09-29 22:21:58,0,192,222
82919350,Juan Carlos V,retromkt,2009-10-16 10:42:55,0,241,757
297802054,Cristian ,Calva_erick,2011-05-12 22:13:11,0,134,2001
367271895,Samuel García,SamuelGarciaCOM,2011-09-03 11:49:35,0,5189,250
910597848852455424,Maricela,temiquia,2017-09-20 14:13:40,0,4,187
770608278,Santa Merlina,5antaMerlina,2012-08-20 19:50:46,0,9434,6211
257236830,Emmanuel Salgado,esalgadoflores1,2011-02-24 18:51:58,0,75,287
42457598,karina f,kaflohe,2009-05-25 12:25:51,0,1349,1019
1049302862637883392,enferMEMEria,EnferMemeRia,2018-10-08 08:17:52,0,2299,609
3322841078,Edgardo Velasquez,PerroConModales,2015-08-21 16:18:15,0,59,436
89201821,Amira Vera Fayad,amifay,2009-11-11 08:56:24,0,523,1582
108196422,Xennial,GGBZT,2010-01-24 22:42:32,0,351,936
975969442684383237,Juanjo,Juanjo89083770,2018-03-19 23:37:02,0,29,423
377788360,Eduardo Díatri,aquicai,2011-09-21 21:23:54,0,2006,4752
862488633437294592,ALEXANDRA PÉREZ,ALEJAND77568977,2017-05-10 20:04:49,0,7,129
112856341,Cinnamon Boy ☾,Alo_Diam,2010-02-09 16:56:15,0,1286,496
706593289516904448,↳ꍏ ᕲ€ᗰ⊙♫♗ꍏ,La_D3monia,2016-03-06 15:32:22,0,533,1092
357050985,@diario24horas,diario24horas,2011-08-17 13:30:28,1,376919,633
81382223,manalter,manalter,2009-10-10 09:50:17,0,45,364
440416676,el Papirrin,agustinstr1,2011-12-18 17:53:43,0,26,281
98670246,Diario de México,DDMexico,2009-12-22 10:35:35,0,17421,1745
2947610166,A Juarez,mando071061,2014-12-28 19:10:04,0,2264,2672
298575297,Agustín Farías G.,bytelord_mex,2011-05-14 09:15:54,0,920,649
599737120,Mi Tamboril Digital,TonyDominguez17,2012-06-04 19:57:49,0,204,36
374241019,Elysse Bautista González,ElysseBg,2011-09-15 17:38:18,0,537,1055
539317712,CLARIDAD,Claridaddiario,2012-03-28 13:30:55,0,1694,413
2829000592,kriptón.mx,kriptonmx,2014-10-13 22:27:54,0,1833,2010
156411459,Novedades de Quintana Roo,novedadesqroo,2010-06-16 15:54:50,0,129801,1499
19678822,𝘼𝙣𝙩𝙖𝙖𝙧 𝕹𝕺𝕽𝕸𝕴𝕰 𝕾𝕷𝕬𝖄𝕰𝕽 García,Shroudripper,2009-01-28 15:55:05,0,1401,1573
815460908,solista,solistadelmundo,2012-09-10 09:34:28,0,4,175
1959836430,Alan Llanos,AlanLlanos04,2013-10-13 21:54:03,0,398,1402
306394558,jose maria martinez,chemameraz,2011-05-27 14:13:21,0,160,222
146828462,Óscar Hernández Bonilla,ohernandezb,2010-05-22 07:03:36,0,2748,745
268513300,Adrián Castillo,soydoberman,2011-03-18 17:01:50,0,770,2137
144741207,Lou R.,LuluzaP,2010-05-16 23:18:08,0,17,241
245041136,Jorge López González,jorgelopezglz,2011-01-30 12:55:25,0,342,3117
2747995418,@YvanesaZamorano,YvanesaZamorano,2014-08-19 21:45:58,0,2176,1981
34796134,Jorge Suárez Rocha,SoyJSR,2009-04-23 19:14:26,0,1201,2133
224433298,Gabo Fajardo,Monchoguevara,2010-12-08 18:29:25,0,294,284
1009584212620578816,Dra. Gigimon,IamIzzimoon,2018-06-20 17:50:08,0,279,393
989169132007550976,Octavio moreno,Octavio38954354,2018-04-25 09:47:53,0,93,38
95565799,El Baterista Araña,KillerSpider209,2009-12-08 21:24:00,0,43,216
225529795,León Mercurio Yáñez,MercUamXoc,2010-12-11 14:12:01,0,278,740
174269020,CACIQUE,momo_gc,2010-08-03 08:33:13,0,272,168
264531587,Luis Alberto,chidonepapaliux,2011-03-11 20:04:57,0,190,238
71385243,aggsmaf78,aggsmaf78,2009-09-03 16:59:03,0,70,52
2445330312,Raúl Gutiérrez,RaulGtzNR,2014-04-15 05:50:28,0,263890,111
800864263929729024,Violz,VioletaFranco8,2016-11-21 18:51:34,0,35,208
372919014,LupitaJuarez,LupitaJuarezH,2011-09-13 11:20:31,1,103892,4727
388648229,AlmaAlvarezVillalobs,almaalvarez9,2011-10-10 21:14:52,0,3674,5001
25401359,NMás,nmas,2009-03-19 16:51:38,1,3398573,60
110332354,Webcams de México,webcamsdemexico,2010-01-31 23:04:17,0,1297868,2389
488480797,chefjesusibarra,chefjesusibarra,2012-02-10 08:09:58,0,110,241
35238009,CIUDAD,reformaciudad,2009-04-25 09:42:00,1,233495,852
328195479,Veronica Arroyo,_sandysel,2011-07-02 16:39:31,0,36,383
19487297,corunaonline.es,corunaonline,2009-01-25 07:02:47,0,5916,620
166366377,J!N=Th  (=°_°=),JHORDINETH,2010-07-13 18:05:34,0,127,1280
1471874492,D’,davidmarloz,2013-05-31 04:50:07,0,274,2205
790778078,Addy Sanz,addyovi,2012-08-29 21:59:08,0,361,742
854875586719698945,Malia,Maliasv2007,2017-04-19 19:53:17,0,21,41
609492408,Yab y Mar Es ,Gala_seas,2012-06-15 14:33:05,0,169,777
293338545,Son,SonJacuinde,2011-05-04 23:18:51,0,416,508
36894042,pochita,olitadealtamar,2009-04-30 23:49:28,0,46179,733
3016014633,Onyx Ponce,OnyxPonce,2015-02-03 20:30:18,0,878,1217
55380466,Alejandro Carrion,acarriong,2009-07-09 16:15:20,0,878,1401
44694589,Alberto Pérez C ,alpeca,2009-06-04 13:21:06,0,2522,4159
910665589,Gerardo S Z,gerardo60s,2012-10-28 10:40:52,0,135,520
964879130197151749,Martín Rodríguez Díaz,MartnRodrguezD1,2018-02-17 09:08:06,0,6,114
1563936229,Fotos Noticias Oaxaca,FotosNoticias,2013-07-02 13:16:59,0,19346,676
792139669,Red de Información,lasnoticiasdoax,2012-08-30 12:24:42,0,2294,614
784910771054481408,Charlsoto,cesb72,2016-10-08 18:18:05,0,0,95
123340405,ivonne orta,ivy_orve,2010-03-15 13:48:56,0,8,25
1047681195239198720,karen Gonzalez,Abraham98871257,2018-10-03 20:53:56,0,8,24
239473877,Luis Fernando,LFER_Fernando,2011-01-17 12:18:10,0,122,165
21508520,Cactus Pulverizado,hombrecactus,2009-02-21 13:10:10,0,2133,1237
41227175,Fer de Montanaro,elcuncun,2009-05-19 16:22:06,0,672,1136
708407896158023680,Lomas Estrella vecinos,LomasestrellaMX,2016-03-11 15:42:58,0,994,118
38293203,El Gráfico,elgmx,2009-05-06 16:24:58,0,108059,1
61540160,Claudia Guerrero,clausgr,2009-07-30 11:09:15,0,4307,3960
1047105015251386368,@jomar713,jomar7132,2018-10-02 06:44:24,0,4,31
1852324602,MLC,obseurbano,2013-09-10 13:50:36,0,182,383
129960127,Arq. Alex Silva,arqsiba,2010-04-05 16:46:56,0,375,1190
122867019,JOSE LUIS DURAN D,jldurandavalos,2010-03-13 23:17:39,0,167,412
237029064,Luis Arias Pallares,lariaspallares,2011-01-11 16:40:35,0,701,137
117877620,Gustavo Diaz,gadiazf,2010-02-26 16:37:51,0,52,618
767069584595628032,Juan Carlos Angeles,solo87para_an,2016-08-20 12:43:35,0,39,327
54296516,La Iguana Voladora,nattuz,2009-07-06 12:56:22,0,518,876
167244899,Jesús Tristán,jesus_tristan17,2010-07-15 20:57:02,0,395,440
114545977,Magdalena Alfaro,magdalenalfaro,2010-02-15 13:48:15,0,58,426
144391877,Cesar,ciclomaniac,2010-05-15 22:48:51,0,1174,2789
102896483,León Téllez Godínez,Leontego,2010-01-07 23:31:43,0,632,468
1070408289001893890,Vicco,Vicco98183031,2018-12-05 14:03:18,0,14,188
934514034166128645,James,James97729436,2017-11-25 14:08:02,0,2,48
63276685,Laura Blue,Laura_Blue,2009-08-05 16:18:43,0,148,283
70811715,Hector Van Hohenheim,HectorIv_Rev,2009-09-01 16:55:05,0,1078,785
284083664,Omar Gaona,ogaona82,2011-04-18 09:56:50,0,53,306
103181153,Diego Vega Rivera ,Diegovrmx,2010-01-08 22:45:58,0,386,1141
121549722,Red Vial,RedVialRC,2010-03-09 15:21:38,0,201743,329
170305794,Maquiavélica,Maquiavelica78,2010-07-24 07:32:56,0,2094,406
850358028687814659,SSPyTM Culiacán,SSPyTM_Culiacan,2017-04-07 08:42:07,0,4558,228
469918263,omarlunamx,omarlunamx,2012-01-20 22:07:02,0,265,234
365159743,astridSF,astrid_sf,2011-08-30 17:33:50,0,40,79
1020352964,Secretaría de Movilidad CDMX,LaSEMOVI,2012-12-18 12:16:25,1,443435,588
627423628,picolina,picolinakar,2012-07-05 08:14:13,0,22,263
1435971672,montes mimi,lindavistamonte,2013-05-17 09:45:27,0,58,63
1848325208,VECINOS NONOALCO,VECINOSNONOALCO,2013-09-09 10:34:05,0,917,112
231645894,Gabriel,ingabriel2403,2010-12-28 20:54:51,0,46,239
900122660537077762,@telediario,telediario,2017-08-22 16:29:00,1,185302,819
2330944352,GEO,daea008,2014-02-06 16:41:25,0,30,132
126483970,Juan Pablo J.,JPablo_Juarez,2010-03-25 19:03:56,0,251,621
1000287780,Reportes App,ReportRedTranDF,2012-12-09 16:05:00,0,408,9
507508986,Bomberos Cajeme,BomberosCajeme,2012-02-28 09:23:22,0,2120,832
1047949713708912641,Rafael Soriano,Raflless60,2018-10-04 14:40:56,0,15,163
1414088522,Pablo Cárdenas,SimancasPablo,2013-05-08 17:37:38,0,218,352
893710017307848704,Cecilia Mota,Cecimg2,2017-08-04 23:47:27,0,3098,1462
765024923760766976,Ceagpju,DCeagi,2016-08-14 21:18:50,0,66,540
1618286407,Eduardo Olivo,eolivo79,2013-07-24 11:38:01,0,378,1537
86579311,Rafael Pereyra,pevjor,2009-10-31 12:35:03,0,259,656
461318990,yachoque.com,yachoque,2012-01-11 11:40:01,0,2509,857
713589505,badillo11,badillo11,2012-07-23 21:15:18,0,9,20
63790769,Xavier Treviño Theesz,xtrevi,2009-08-07 12:14:18,0,14912,2149
614564558,Defeño CDMX,SONIC_DF,2012-06-21 14:51:56,0,189,2064
281316561,Ruth Pérez López,ruthtzin,2011-04-12 20:06:14,0,5139,981
2330828876,EL ARTE DE SERVIR,ZonaSegPuebla,2014-02-06 14:47:56,0,12162,4458
15490138,La Sepúlveda,lyselhane,2008-07-18 23:18:51,0,5183,3126
4860984035,El ciudadano,Elciudadano1481,2016-01-29 11:41:02,0,10,9
162156466,La Lupe aka muerta de hambre,Gcarococo,2010-07-02 15:41:54,0,90,370
706090094,luis felipe Alvarez,axterix1366,2012-07-19 18:42:15,0,275,648
300345308,Noticias Vigo,NoticiasdeVigo,2011-05-17 10:19:38,0,5901,1271
172581041,Rulas,rulas1409,2010-07-29 20:01:13,0,628,967
882649993013800963,Asociación Memoria Histórica Distrito de Latina,MESA_MH_LATINA,2017-07-05 11:18:52,0,12180,445
541179386,Angeles Vera,gelipavera,2012-03-30 16:37:35,0,204,607
129556200,tanita,sandiatoledo,2010-04-04 11:57:29,0,424,345
53941260,Carlos Almazán,Carlos_Almazan,2009-07-05 10:15:35,0,468,962
35298363,José Briseño,josebriseno,2009-04-25 14:12:13,0,4555,1536
842209174633234432,Doctora Chofa,DoctoraChofa,2017-03-15 21:01:29,0,160,58
988231396299870210,Jime Cv,JimeCv2,2018-04-22 19:41:40,0,22,124
83774016,Mariana Aguila,marianaguila,2009-10-19 23:14:32,0,635,1541
1000805133746364417,TargetMXNoticias,TargetNoticias,2018-05-27 12:25:12,0,720,271
887696026890518528,compiladoraMX,compiladoraMX,2017-07-19 09:30:00,0,350,391
2658615180,JADE NOEMI CASTRO,jadecas_,2014-07-18 22:25:27,0,215,181
24969337,Milenio,Milenio,2009-03-17 16:26:38,1,5628586,0
103033665,La Crónica de Hoy,LaCronicaDeHoy,2010-01-08 11:05:39,1,176094,714
