authorID,authorName,authorUsername,authorCreatedAt,authorVerified,followersCount,followingCount
99842790,Ánimo México.,_Opinometro_,2009-12-27 20:55:47,0,172,1009
605818329,víctor medina,victorgmedina,2012-06-11 14:50:14,0,91,235
605818329,víctor medina,victorgmedina,2012-06-11 14:50:14,0,91,235
102797694,Maty Molina,matymn,2010-01-07 15:36:44,0,413,761
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
1562015005,Maya Pheres,mayapheres,2013-07-01 20:21:58,0,2,13
415242374,Tavo Ojeda,tavojeda5,2011-11-17 20:45:54,0,20201,364
47118109,Luis Mi ,luiscool,2009-06-14 10:10:37,0,106,365
800766784735350787,EDUARDO MDD,Superauriazul,2016-11-21 12:24:13,0,6,106
178467686,Palafoxita,Palafoxita_,2010-08-14 15:14:10,0,11,105
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926204,763
1065408533628420097,Jose Hernández,JoseHer97236319,2018-11-21 18:56:03,0,5,11
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926204,763
69443790,aldo castaneda,aldomochis,2009-08-27 17:47:16,0,117,1710
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43178,86
166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935866,133
34523303,Martin G,emgarc,2009-04-22 21:53:43,0,115,400
304060350,Mar Ártico,mgao71,2011-05-23 15:26:51,0,11494,8669
84120490,Guillermo Navarro,navarrocorp,2009-10-21 11:31:45,0,133,439
539317712,CLARIDAD,Claridaddiario,2012-03-28 13:30:55,0,1686,408
2826319492,elbigdatamx,ElBigDataMx,2014-10-12 16:11:53,0,40355,18479
222333413,Ixelth Csuki,Ixelth_43,2010-12-02 21:17:43,0,263,784
706090094,luis felipe Alvarez,axterix1366,2012-07-19 18:42:15,0,268,644
232063328,Preocupado,memonv,2010-12-29 22:47:34,0,59,433
124906745,ESTACIÓN CENTINELA -Servicio Social en Emergencias,centinela9,2010-03-20 18:49:45,0,6595,431
2576089248,~NekoChan~,bynekochan,2014-06-18 22:37:01,0,164,330
154649011,Carlos,crarlos,2010-06-11 14:52:38,0,48,472
57385858,PatiE,PATAENRIQUEZ,2009-07-16 11:11:01,0,45,292
2608991350,JHOHEL....,jmrnew,2014-06-14 08:53:16,0,85,929
43405460,Cesar Montes Garza,cesarmocun,2009-05-29 14:43:50,0,407,588
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
315451237,YO LO VI.,Gato_Samm,2011-06-11 16:06:46,0,14946,12
163088870,Policía Estatal de Querétaro,poesqro,2010-07-05 08:32:58,0,66376,135
1117278274558803969,Ricardo Madrid,Ricardo35724841,2019-04-13 22:07:53,0,0,14
839079433634004993,Juan R. García-Feregrino,JuanrFeregrino,2017-03-07 05:45:01,0,346,1561
115103743,eric lee,ericlees88,2010-02-17 10:31:46,0,46,210
919269482,Eduardo G.,edogro1515,2012-11-01 09:40:38,0,41,218
288809183,Manuel Perez Osorio,jm_memelon,2011-04-27 08:18:45,0,134,569
102800874,Erika Ayala,Mittens08,2010-01-07 15:50:30,0,76,117
208834950,Ana Luisa Nerio,aluisanerio,2010-10-27 19:16:00,0,851,1106
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
2859210027,leonardo,ncest7,2014-11-03 12:06:20,0,269,283
162231246,uzieellito 90,saxofon20,2010-07-02 20:15:53,0,11,294
721051317280444416,Jose RM,JoseRM55678581,2016-04-15 13:03:25,0,2,48
2859210027,leonardo,ncest7,2014-11-03 12:06:20,0,269,283
906094822062043136,Jerry Martínez,avef75,2017-09-08 04:00:14,0,80,480
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
549601184,Gloria R.,GloriaPsicologa,2012-04-09 16:34:53,0,548,1145
125573742,Francisco Luis Vergara,fravergu,2010-03-23 00:20:45,0,56,245
1091042850618232832,Bomberos Ciudad de México Oficial,Bomberos_CDMX,2019-01-31 12:37:40,1,80747,187
125529375,0RT3G4,ortegaisrael,2010-03-22 20:47:29,0,154,960
1022534991031488513,Rubén Pliego Rodríguez,RubnPliego1,2018-07-26 11:31:54,0,15,16
1637918732,Julio Ramz,Ramirezjam07,2013-08-01 06:50:47,0,50,546
96285939,፠ᴇᵏ ʙᵃˡᵃᵐ፠,EkBalam79,2009-12-11 23:51:11,0,172,290
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926205,763
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
347392639,Alma Delia Nunez,AlmaDeliaNunez,2011-08-02 12:43:30,0,53,79
112886276,Patricio Reyes,JR_PATO,2010-02-09 19:11:56,0,49,232
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
2859210027,leonardo,ncest7,2014-11-03 12:06:20,0,269,283
431807675,Lucy Mtz de Ehrlich,LucyMtzEhrlich,2011-12-08 12:19:50,0,61,180
897393928474947584,Asael,AsaelNG,2017-08-15 03:46:00,0,656,213
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
50045614,Yazmin Perez,yazper,2009-06-23 11:47:40,0,1072,934
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
4504689858,René Rivero,ranaquebrinca,2015-12-09 00:49:35,0,36,123
12125552,Ella baila sola,ellamac,2008-01-11 12:32:15,0,250,306
23377748,Fuerza Informativa Azteca,AztecaNoticias,2009-03-08 18:35:31,1,824561,925
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
44634359,Noé Kiedis,pibe_kiedis,2009-06-04 09:01:49,0,120,562
163088870,Policía Estatal de Querétaro,poesqro,2010-07-05 08:32:58,0,66376,135
77650086,Verónica Bacaz,VeroBacaz,2009-09-26 21:33:51,0,6422,4305
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
347392639,Alma Delia Nunez,AlmaDeliaNunez,2011-08-02 12:43:30,0,53,79
225930210,mike,ikkaro78,2010-12-12 15:04:18,0,518,454
94227344,Mari Jo Pale,majo190293,2009-12-02 19:45:50,0,137,521
55637334,Clau Saldivar,Ckoala,2009-07-10 13:03:08,0,198,975
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
550399940,OME | UAM - Oficina de Manejo de Emergencias UAM,C4UAM,2012-04-10 13:59:52,0,863,724
132654328,Yorch BK,liciusjorge,2010-04-13 14:48:21,0,171,633
501308161,Vika Soto,Elvia_Soto_R,2012-02-23 18:55:03,0,183,2212
887457497883312128,J,J66833442,2017-07-18 17:42:10,0,0,25
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
149383468,Alberto Medina,chispiscuirio,2010-05-28 22:27:04,0,20,134
41166875,Van,patridayo,2009-05-19 11:49:18,0,490,1105
1022534991031488513,Rubén Pliego Rodríguez,RubnPliego1,2018-07-26 11:31:54,0,15,16
3223437270,Michell Becerril,MichBC29,2015-05-22 10:28:10,0,167,10
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,172339,888
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926206,763
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,172339,888
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
155355780,M o i s é s,moalug,2010-06-13 16:47:14,0,147,146
844327546187644934,elahoratamaulipas,elahoratams,2017-03-21 17:19:08,0,1055,178
140813267,Eugenio Zetina Calan,eugenio_zetina,2010-05-06 06:38:39,0,571,647
125912408,José Luis,iChocko,2010-03-24 01:15:33,0,275,603
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
211537372,eli selva,etjungle,2010-11-03 08:55:44,0,45,519
1087400715293769729,Lizette García,LizetteGarca8,2019-01-21 11:25:08,0,6,113
713195828286853120,SPARTAN,unsc04,2016-03-24 20:48:30,0,50,457
2859210027,leonardo,ncest7,2014-11-03 12:06:20,0,269,283
248048466,Andres Coronel,Sup_Coronel,2011-02-05 22:14:57,0,174,1081
120629573,Alejandro Miranda,el_lic_milenio,2010-03-06 20:07:02,0,79,567
1095718880238956544,Edgar Soto Cruz,EdgarSotoCruz,2019-02-13 10:18:33,0,641,649
2859210027,leonardo,ncest7,2014-11-03 12:06:20,0,269,283
2436624984,Mares,medusme,2014-04-10 00:58:23,0,61,342
1140994916,Una tal Mocha,unatalmocha,2013-02-01 17:38:53,0,83,498
917617501554520064,Aylin...#CHErRy ,Aroly_YO,2017-10-09 23:07:15,0,19834,17876
917617501554520064,Aylin...#CHErRy ,Aroly_YO,2017-10-09 23:07:15,0,19834,17876
360267750,Luis,metaloard1410,2011-08-22 17:28:07,0,14,106
109281423,Doktor Siniestrus ,docsiniestro,2010-01-28 08:57:24,0,241,621
1155980679546593280,COMUNIDAD ACTIVA DE REPORTE A LA CIUDADANÍA,ActivaReporte,2019-07-29 17:17:25,0,2150,784
369591226,Suso Wolf,SusoGault,2011-09-07 10:27:06,0,691,360
312143137,Mr boo,cesarin2783,2011-06-06 11:07:28,0,161,408
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926206,763
804967627,Grucoza,gruzarahem,2012-09-05 10:47:30,0,80,429
109281423,Doktor Siniestrus ,docsiniestro,2010-01-28 08:57:24,0,241,621
591537255,DIARIO AMANECER,AMANECERDIARIO,2012-05-26 20:59:34,0,1086,272
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43178,86
145483299,Brujinia,BrujiniaWeyd,2010-05-18 20:43:39,0,2415,2184
43978762,Hooli Ann Kenobi,hooliwankenobi,2009-06-01 15:34:57,0,730,1298
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
312143137,Mr boo,cesarin2783,2011-06-06 11:07:28,0,161,408
3290590946,Tránsito y Vialidad,Transito_Vtlane,2015-07-24 11:34:46,0,7047,50
2468526781,Veronica E M,avipeloriginal,2014-04-28 19:20:56,0,12,69
164431913,Rafa Mendoza,skandalicio,2010-07-08 15:38:17,0,92,208
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
2859491636,pokebola llorona,Nowinning_days,2014-10-16 23:26:33,0,539,420
224083038,Julio César Cano,JulioCesar_Cano,2010-12-07 21:06:32,1,102062,1212
1037504796008308736,Bety MePa,mepa_bety,2018-09-05 18:56:34,0,289,528
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
2626785376,TRINILIP,f54c8ec97a2e4ed,2014-06-20 15:47:56,0,6,76
261057839,ivonne ggarza,ivonnegpeg,2011-03-04 22:24:51,0,28,178
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43178,86
813234940657680384,Adolfo Cardenas,AdolfoC20125601,2016-12-25 22:08:13,0,0,45
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
2629706692,Andrea Flores,AndreaFloresCo,2014-06-21 16:34:59,0,4,71
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43180,86
770043572,Seguridad NapolesDF,Seg_NapolesDF,2012-08-20 13:01:17,0,14771,3889
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,172339,888
96035734,David Aguirre,angosturademi,2009-12-10 20:10:43,0,266,532
3309843403,Arturo González R.,DaxGonz,2015-08-08 09:56:38,0,183,1139
1368635534,juan perez,1prezjoce,2013-04-20 22:14:57,0,11,168
769158156379316228,Vecines Vista Hermosa,vecinoVH,2016-08-26 07:02:49,0,329,236
472317541,Isidro Corro,isidrocorro,2012-01-23 14:39:39,0,158625,52
993469365247971329,Juan Monroy2018,monroy2018,2018-05-07 06:35:29,0,9,100
155397589,Star,xim86,2010-06-13 19:29:25,0,212,1612
1042137804946513921,SALVEMOS A FRANCO Y VERO,VikiDelRio10,2018-09-18 13:46:29,0,91,584
1944969650,Área Común CDMX,AreaComunCDMX,2013-10-07 13:07:45,0,499,992
4755858110,Héctor Varela,gallovarela1,2016-01-13 20:24:23,0,2,61
166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935873,133
166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935873,133
160765479,Hurtis,knighthurtis,2010-06-28 20:21:19,0,141,1052
2730190039,Dionisio A Rojas C,secprepro,2014-08-13 13:38:06,0,12,248
2180937656,Antonio,Antoine022K,2013-11-07 16:08:01,0,37,320
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
183072178,Josefifí,josemortiz31,2010-08-25 20:25:11,0,742,1212
777444236,3rik P3r3z,counterErik,2012-08-23 23:05:16,0,383,801
742904890125602817,Vanessa Mercado,Vane_m197,2016-06-14 20:21:43,0,6,222
912877210578640896,manuel moreno,manuelmm970197,2017-09-26 21:11:02,0,5,118
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926199,763
1470565951,Pelsmarcen,Pelsmarcen,2013-05-30 14:04:04,0,61,251
308064771,Belita-Fifi,Ariesdelsur,2011-05-30 13:32:51,0,19,102
85364079,Davdevir,DeivRey,2009-10-26 11:16:45,0,97,419
777444236,3rik P3r3z,counterErik,2012-08-23 23:05:16,0,383,801
882733890296786944,CyberFox,CyberFo79552390,2017-07-05 16:52:14,0,7,85
1155980679546593280,COMUNIDAD ACTIVA DE REPORTE A LA CIUDADANÍA,ActivaReporte,2019-07-29 17:17:25,0,2150,784
46798133,Alberto Zuñiga,jalbertozc,2009-06-12 19:44:08,0,87,629
84120490,Guillermo Navarro,navarrocorp,2009-10-21 11:31:45,0,133,439
340551707,,Gabriel_mZuma,2011-07-22 15:49:44,0,1144,549
3939353952,Alex,loboaat,2015-10-18 14:15:19,0,275,150
1242768493,Pepe Fonseca,Pep_Fonseca,2013-03-04 21:29:18,0,100,808
89134960,Marisol Tea ,Marisol_Tea,2009-11-11 01:55:03,0,1439,945
166594238,OVIAL_SSCCDMX,OVIALCDMX,2010-07-14 09:00:43,1,1935871,133
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926199,763
89134960,Marisol Tea ,Marisol_Tea,2009-11-11 01:55:03,0,1439,945
113106390,sergio olmos,omarolmos,2010-02-10 12:37:22,0,5,61
555693104,Soul Kitchen,PaolaRAldana,2012-04-16 23:14:08,0,158,652
435389593,karlaacevedo30,karlaacevedo30,2011-12-12 18:45:20,0,111,390
1168341962170261507,Yrama Ajitzy CG,YramaCg,2019-09-01 19:56:53,0,7,58
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43178,86
905218820469608448,Deskrados Oficial,lamasdeskrada,2017-09-05 17:59:19,0,36881,2095
1113224236611637248,Mauricio Alba.,Maurici05721064,2019-04-02 17:38:35,0,8,92
134267286,Alfredo González,Almego,2010-04-17 17:20:27,0,262,281
596653663,PyroWorldMX,PyroWorldMX,2012-06-01 11:35:24,0,2611,3014
192094595,𝔸𝕝𝕖ℂ𝕜,True_AleCk,2010-09-17 22:47:02,0,284,249
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926199,763
703382222741463040,Victoria Gaxiola,GaxiolaVictoria,2016-02-26 18:52:44,0,21,78
29315167,Chivita Le Fay,Chivita_Siab,2009-04-06 16:46:55,0,8881,3940
252235179,José Peña,jojapelu,2011-02-14 13:43:47,0,226,584
4826633656,Ciudadano Vigilante,VigilanteCDMX,2016-01-19 00:53:49,0,8327,520
4826633656,Ciudadano Vigilante,VigilanteCDMX,2016-01-19 00:53:49,0,8327,520
4826633656,Ciudadano Vigilante,VigilanteCDMX,2016-01-19 00:53:49,0,8327,520
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
990172308,Daniel Santos,46danielsantos,2012-12-04 22:31:08,0,21,233
157480551,Masram marsam,infinito168,2010-06-19 17:40:50,0,1084,1141
114979873,Milka Ibañez,Milkandrea,2010-02-17 00:22:20,0,1263,2184
907034630095867905,MPP,FZ10MPP,2017-09-10 18:14:42,0,9,144
4826633656,Ciudadano Vigilante,VigilanteCDMX,2016-01-19 00:53:49,0,8327,520
4826633656,Ciudadano Vigilante,VigilanteCDMX,2016-01-19 00:53:49,0,8327,520
1084195505129865222,Yazmín,Yazopesmx,2019-01-12 15:08:46,0,305,208
1114286331121799176,Alexis,MrAlexis_17,2019-04-05 15:58:58,0,8,250
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926199,763
121308935,bolillo,VoLedesma,2010-03-08 21:11:58,0,72,1087
993469365247971329,Juan Monroy2018,monroy2018,2018-05-07 06:35:29,0,9,100
65803554,Cinthya Zenteno,Cinthya_Zenteno,2009-08-14 20:35:48,0,92,274
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
790397398824554496,LET'sHelpTHEM!,Humananimalove,2016-10-23 21:39:59,0,419,579
3178278564,Info Huixquilucan,InfoHuixqui,2015-04-28 09:18:20,0,5383,295
1301271666,Noticias En La Mira,OficialEnLaMira,2013-03-25 15:51:15,0,320766,1532
902741205598912512,AlcaldíaCuajimalpaCDMX,_CuajimalpaCDMX,2017-08-29 21:54:10,0,457,62
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43733,370
1178445453358239745,SAME,SAMEAMBULANCIAS,2019-09-29 17:04:35,0,3663,87
2992214009,Alcaldía de Cochabamba,gam_cochabamba,2015-01-22 08:43:32,0,6743,480
712142383547166720,Victor Montes,ai3000victor,2016-03-21 23:02:30,0,28,189
762445985284894720,Chiquita  Maybe,XicopataXty,2016-08-07 18:31:03,0,646,154
580230382,HHC,rotceh_1,2012-05-14 14:50:01,0,7,95
1178445453358239745,SAME,SAMEAMBULANCIAS,2019-09-29 17:04:35,0,3663,87
1178445453358239745,SAME,SAMEAMBULANCIAS,2019-09-29 17:04:35,0,3663,87
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
147313421,Saúl DA[|||],saul_mcr97,2010-05-23 14:12:51,0,87,404
897627170469752833,Octavio Muñoz,Octavio27704887,2017-08-15 19:12:49,0,3,56
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,172338,888
135617552,Juanito Wick,MrPMOuEsEich,2010-04-21 14:31:59,0,179,2199
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
447420624,Marcela Sanchez,Marce_Snchez,2011-12-26 15:42:58,0,90,354
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
17161677,Miguel Angel Alvarez  Reportero Mexicano,malvarezvargas,2008-11-04 11:17:36,0,73419,1754
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
327660621,YOLET CERVANTES,AvaraYolet,2011-07-01 16:59:09,0,260,1443
44488189,Doug Hall,jdoughall,2009-06-03 17:29:02,0,140,213
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,172338,888
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926207,763
591388977,Angel Briones,gerardobriones8,2012-05-26 16:34:19,0,22,215
1092142835636363264,Andrés Pastor,APastorAA,2019-02-03 13:28:37,0,46,356
4828191956,Informando a la Soci,Informando_soci,2016-01-28 19:34:42,0,16,158
99143870,Andrés Mallén,AMallenL,2009-12-24 11:51:08,0,537,622
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
57979606,Alex T,_DonCoyote,2009-07-18 11:12:10,0,584,2019
71143532,Gaby  juarez,gue_ra,2009-09-02 20:05:10,0,127,380
1064938293031313408,Blackberry1967,Blackberry19671,2018-11-20 11:47:29,0,7,15
732973046693142529,Javier,caligrafialuna7,2016-05-18 10:36:07,0,31,92
183072178,Josefifí,josemortiz31,2010-08-25 20:25:11,0,742,1212
263994330,CABERI,gus_bas,2011-03-10 21:51:52,0,53,166
64407636,Alex Alba...,alexalba,2009-08-10 07:52:03,0,6181,3633
97659161,JUDITH PONCE VAZQUEZ,JUDITHE14,2009-12-18 06:51:11,0,206,1642
476050170,Cruz Roja CDMX,CruzRoja_CDMX,2012-01-27 12:27:33,0,43729,370
87779695,𝐸𝓁 𝒾𝓃𝑀𝒜𝒰𝓂𝒶𝒷𝓁𝑒 ,elmaugarcia,2009-11-05 14:50:49,0,3157,747
1121612115465461760,#Ciudadano del Mundo,LU15_CDMX,2019-04-25 21:09:01,0,8581,7420
141063061,Lixie,Rockifresa,2010-05-06 20:58:34,0,1308,708
100710039, _yosoigabitaa_,gabrielalmadamo,2009-12-31 01:18:14,0,190,240
37761257,Elisa Lc,Elisa_LCortes,2009-05-04 15:11:46,0,289,696
218398078,VIRGO’S GROOVE,radiodreamer,2010-11-22 01:08:31,0,5556,4271
265749245,Enrique Serrano C,Eserranoc,2011-03-13 20:48:34,0,173,539
750151691341737984,Tavo Gonzalez,taviglz73,2016-07-04 20:17:55,0,16,102
195447972,Minuto a Minuto Cancún,minutocancun,2010-09-26 12:45:30,0,479,12
87350793,SUUMA Voluntarios ,SUUMA_CDMX,2009-11-03 21:07:26,0,43177,86
70214648,patri,patrixiaortega,2009-08-30 15:08:17,0,986,2733
85364079,Davdevir,DeivRey,2009-10-26 11:16:45,0,97,419
156081748,Buro Internacional de Prensa,BipPress,2010-06-15 17:58:05,0,675,2325
1117652999504125952,Ángel A. Calderón V,ngelACaldernV1,2019-04-14 22:56:54,0,1274,244
177727864,Alcaux,AlcauxDesign,2010-08-12 16:43:26,0,130,222
31023547,Reporte Índigo,Reporte_Indigo,2009-04-13 19:47:10,1,977949,729
628750106,Sin Censura,_VicenteSerrano,2012-07-06 15:47:59,0,551505,1149
183072178,Josefifí,josemortiz31,2010-08-25 20:25:11,0,742,1212
96823350,Diego Briseño,dibridei_diego,2009-12-14 13:26:20,0,639,876
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763
200179397,𝓒𝓪𝓻𝓶𝓮𝓷 𝓥á𝔃𝓺𝓾𝓮𝔃,Ellenwen,2010-10-08 10:56:46,0,1306,960
89837720,Areli Carreón ,arelibiciteka,2009-11-13 18:58:55,0,20633,2076
582793112,Alex B H,BobbyBH09,2012-05-17 07:51:32,0,77,187
195447972,Minuto a Minuto Cancún,minutocancun,2010-09-26 12:45:30,0,479,12
157480551,Masram marsam,infinito168,2010-06-19 17:40:50,0,1084,1141
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
903097695899934725,lxm2608,LXM2608,2017-08-30 21:30:44,0,22,129
89837720,Areli Carreón ,arelibiciteka,2009-11-13 18:58:55,0,20633,2076
263375094,Alberto Millán,Millan_reporte,2011-03-09 16:50:07,0,4810,918
268258744,𝙾𝚖𝚎𝚐𝚊 𝙽𝚊𝚞𝚌𝚊𝚕𝚙𝚊𝚗Ⓡ,OmegaNaucalpan,2011-03-18 06:26:30,0,4500,96
354529397,Gaby Morales,pekitas77,2011-08-13 15:43:57,0,251,446
1193174553008181249,Jorge malva,MalvaJorge,2019-11-09 08:32:43,0,32,1039
293063533,JORGE BECERRIL JB/8,MrElDiablo8,2011-05-04 12:00:15,1,172343,888
1186271930644680704,José Luis Sánchez Gutierrez,JosLuis68697888,2019-10-21 07:24:18,0,1,15
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763
415242374,Tavo Ojeda,tavojeda5,2011-11-17 20:45:54,0,20204,364
2445330312,Raúl Gutiérrez,RaulGtzNR,2014-04-15 05:50:28,0,252124,105
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
128365267,𝒥𝑜𝓇𝑔𝑒 𝒪𝓈𝓌𝒶𝓁𝒹𝑜,valdo97,2010-03-31 16:42:23,0,73,904
351623658,Autopista Urbana Sur,AUSurMx,2011-08-09 08:27:13,0,14437,295
111463164,EDUARDO PAZ ROJAS,EPAZROJAS,2010-02-04 18:59:29,0,88,542
72428726, Nancy Bo ,PokzBo,2009-09-07 18:42:07,0,13022,5880
140813267,Eugenio Zetina Calan,eugenio_zetina,2010-05-06 06:38:39,0,571,647
995521999718891520,Mujer que Grita,mujerquegrita,2018-05-12 22:31:55,0,22,136
2253846782,Piks,p1k1584,2013-12-19 11:45:23,0,146,544
53275010,Criztal Mora  Ψ,ojos_de_criztal,2009-07-02 20:59:52,0,856,518
221876899,adriana andrade,adryandest,2010-12-01 15:28:22,0,66,823
195951901,C5 CDMX,C5_CDMX,2010-09-27 17:51:04,1,926200,763
1163265983315959814,herreritaalva@gmail.com,herreritaalva,2019-08-18 19:47:06,0,0,7
1092930040755560448,Padama22,Padama221,2019-02-05 17:36:42,0,0,32
